TEXT,LABEL
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
vomiting headache nausea spinning movements unsteadiness,vertigo-paroymsal--positional-vertigo
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
fatigue weight loss restlessness lethargy irregular sugar level obesity excessive hunger increased appetite polyuria,diabetes
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
stomach pain acidity ulcers on tongue vomiting chest pain,gerd
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting breathlessness sweating chest pain,heart-attack
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
vomiting breathlessness sweating chest pain,heart-attack
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
back pain neck pain dizziness loss of balance,cervical-spondylosis
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
skin rash pus filled pimples blackheads scurring,acne
itching skin rash nodal skin eruptions,fungal-infection
skin rash pus filled pimples blackheads scurring,acne
vomiting sunken eyes dehydration,gastroenteritis
skin rash high fever blister red sore around nose,impetigo
headache chest pain dizziness lack of concentration,hypertension-
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
skin rash joint pain silver like dusting small dents in nails inflammatory nails,psoriasis
headache chest pain dizziness loss of balance lack of concentration,hypertension-
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching skin rash dischromic patches,fungal-infection
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
itching vomiting fatigue weight loss yellowish skin dark urine abdominal pain,jaundice
fatigue weight gain cold hands and feets mood swings dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
burning micturition foul smell of urine continuous feel of urine,urinary-tract-infection
skin rash pus filled pimples blackheads scurring,acne
fatigue cramps bruising obesity swollen legs swollen blood vessels,varicose-veins
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
skin rash blister red sore around nose yellow crust ooze,impetigo
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
stiff neck swelling joints movement stiffness painful walking,arthritis
weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
vomiting sweating chest pain,heart-attack
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
continuous sneezing chills fatigue high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
vomiting headache nausea spinning movements unsteadiness,vertigo-paroymsal--positional-vertigo
chills fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
back pain neck pain dizziness loss of balance,cervical-spondylosis
fatigue yellowish skin loss of appetite yellowing of eyes family history,hepatitis-c
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
fatigue mood swings weight loss restlessness diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
sunken eyes dehydration diarrhoea,gastroenteritis
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
skin rash pus filled pimples blackheads,acne
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
itching skin rash burning micturition spotting urination,drug-reaction
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
fatigue cough high fever breathlessness family history,bronchial-asthma
weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
itching skin rash fatigue high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
itching skin rash burning micturition spotting urination,drug-reaction
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
